name,voice_model,bio,bio_url,advanced_voice_model,skyrim_voice_folder,race,gender,species,ref_id,base_id,author,voice_accent,note
Elda Primaube,FemaleShrill,"Elda Primaube est une Nordique vivant en Vendeaume et propriétaire de l'Auberge du Candelâtre. elle loue des lits pour 10 personnes et vend de la nourriture. l'enfant de dragon peut également découvrir l'origine du nom de l'auberge, l'Auberge du Candelâtre, en lui posant la question. s'il lui arrive quelque chose, Nils reprendra la direction de l'auberge.
c'est normalement un personnage amical ; elle montre cependant son dédain envers les dunmers, comme beaucoup de citoyens nordiques de Vendeaume. cela est évident si l'enfant de dragon est un dunmer. de plus, Susanna la Fielleuse mentionnera qu'Elda déteste les dunmers lorsque la serveuse dit à l'enfant de dragon : ""Comment Elda peut-elle détester les elfes noirs alors qu'elle en sait si peu sur eux ?""
",/wiki/Elda_Early-Dawn,NordFemaleShrill,FemaleShrill,Nord,Female,Human,01B118,01412A,Bethesda,en,
Doyen Othreloth,MaleDarkElfCynical,"Doyen Othreloth est un prêtre dunmer et Gardien du Temple de Corberoc à Corberoc. il réside au Temple de Corberoc avec son Apprenti Galdrus Hlervu.
ancien Cendrais et ancien des réclamations, Othreloth préconise le culte d'Azura, Boéthia et Méphala comme le « vrai » tribunal. à l'origine, elles étaient connues sous le nom d'« anticipations » du tribunal. il se réfère à almalexia, sotha sil et vivec comme au « faux » tribunal, qui a trompé le peuple de demain avec ses « actes » et son « héroïsme ».
cependant, comme le montre la conversation avec Aphia Vélothi, qui a été bannie du Temple de Corberoc pour désaccord, il est clair que tous les dunmers n'acceptent pas officiellement ce dogme.
Othreloth demande à l'Enfant de Dragon de l'aider à retirer l'Engeance des cendres apparue dans les tombes situées sous le Temple de Corberoc. en entrant dans le tombeau, neuf à dix Engeance des cendres attaqueront. après l'avoir vidé et retourné à Othreloth, l'enfant de dragon recevra une somme d'or, qui dépend du niveau.
le tombeau du Temple de Corberoc a été nettoyé. "" Que les esprits soient loués ! J'espère que vous n'avez pas beaucoup souffert aux mains de ces êtres immondes. S'il vous plaît, acceptez ceci en guise de remerciement. ""
Connaissez-vous quelqu'un qui s'appelle Miraak ? ""hmm... cela ressemble à quelque chose d'un rêve, et pourtant, cela pourrait être plus... étrange.""",/wiki/Elder_Othreloth,DunmerMaleCynical,DLC2MaleDarkElfCynical,Dunmer,Male,Elf,01828B,01828A,Bethesda,cs,
Elenwen,Elenwen,"Elenwen est la première émissaire et ambassadrice du thalmor à Bordeciel, et réside à l'Ambassade du Thalmor.
la lecture du dossier thalmor d'Ulfric Sombrage révèle que le thalmor a capturé Ulfric pendant la grande guerre trente ans avant la crise du Dragon. Elenwen a servi d'interrogateur à Ulfric. selon la lettre concernant l'enquête Dragon, elle préfère être présente pour les interrogatoires finaux des prisonniers capturés.
Elenwen prévoit une réception, invitant certains des citoyens et personnalités les plus éminents et les plus riches de Bordeciel. L'Enfant de Dragon assiste à la fête, déguisé en invité, pour récupérer des renseignements sur la crise du Dragon et apprend qu'un membre des lames, nommé Esbern, est pourchassé par le thalmor en raison de sa connaissance de la tradition du Dragon.
Elenwen apparaît à la conférence de paix des Barbes grises dans le Haut Hrothgar, assurant que sa présence sert uniquement à garantir le respect du concordat en or blanc. Ulfric Sombrage lui demande de partir, affirmant qu'elle n'a pas sa place dans la politique de Bordeciel, et que la présence d'un haineux contre les talos est une provocation délibérée contre lui. Le Général Tullius permet à l'enfant de dragon de décider si elle reste ou non. son implication dans les discussions suivantes est minime ; sa présence n'a pas de réel impact sur la conférence. elle demandera cependant à Ulfric pourquoi il a réagi ainsi, arguant que ce n'est pas le domaine aldmeri qui tue son peuple.",/wiki/Elenwen_(Skyrim),Elenwen,FemaleUniqueElenwen,Altmer,Female,Elf,0198BC,13269,Bethesda,en,
Elgrim,MaleOldGrumpy,"Elgrim est un ancien Alchimiste Nordique à Faillaise et le propriétaire de son magasin d'alchimie homonyme Élixirs d'Elgrim à Faillaise. sa femme Hafjorg et son Apprenti ingun aident à gérer le magasin.
Elgrim trouve l'humidité des canaux de Faillaise cruciale pour préserver ses ingrédients, au grand désarroi de sa femme. il aide occasionnellement à faire fonctionner le compteur, mais semble dormir longtemps après le réveil de la plupart des PNJ.
Ingun Roncenoir est son apprenti et se trouve souvent dans son atelier d'alchimie. Si l'Enfant de Dragon termine sa quête de collecte d'ingrédients, il pourra également prendre des potions dans son coffre d'alchimie, situé dans la chambre d'Eglrim. Elgrim semble être très désorienté la plupart du temps, soit en raison de son âge avancé, soit simplement parce qu'il est un cerveau dispersé. sa femme a généralement plus d'or à échanger et proposera également une quête qui nécessite qu'un échantillon de minerai soit récupéré et ramené à Elgrim pour évaluation.
Ingun Roncenoir : ""Je ne comprends pas, Elgrim. Les formules que tu me donnes sont pour les novices mais j'ai bien avancé jusque-là."" Elgrim : ""Tant que vous ne pourrez pas faire ces formules les yeux fermés, vous ne serez jamais prêt à maîtriser les plus difficiles."" Elgrim : ""ingun ! Si vous voulez rester dans ma boutique en tant qu'apprenti, j'attends de vous que vous agissez comme tel. Aucune exception !""",/wiki/Elgrim,ElderMaleOldGrumpy,MaleOldGrumpy,Nord,Male,Human,019DFB,13357,Bethesda,en,
Elmus,MaleEvenTonedAccented,"Elmus est un ancien résident nordique de la Salle des banquets de Thirsk que l'on retrouve initialement au Refuge de Bujold, avec les autres exclus. Elmus retournera dans la salle si l'enfant de dragon accepte d'aider Bujold l'indigne à reprendre la salle aux rieklings.
Elmus, ainsi que les autres guerriers de Thirsk, aideront à tuer les rieklings dans la Salle des banquets de Thirsk et retourneront dans la salle une fois celle-ci prise.
le Chef des riekelins demande à l'Enfant de Dragon de tuer les Nordiques au Refuge de Bujold.
après lui avoir demandé si l'enfant de dragon pouvait faire quelque chose pour améliorer sa vie en exil au Refuge de Bujold, Elmus demande à l'enfant de dragon de récupérer une bouteille d'hydromel de feu de cendre dans la salle des banquets de Thirsk.
après avoir repris la salle, Elmus demandera à l'enfant de dragon de récolter un échantillon de baies de Genévrier, après qu'Elmus ait été interrogé sur la façon dont se déroule la production d'hydromel.
j'ai des baies de Genévrier. (donne des baies) ""oh, parfait. juste la bonne maturité aussi. bon travail, mon ami.""",/wiki/Elmus,NordMaleEvenTonedAccented,MaleEvenTonedAccented,Nord,Male,Human,01A51B,01A51A,Bethesda,en,
Elrindir,MaleCondescending,"Elrindir est un marchand bosmer à Bordeciel qui possède Le Chasseur ivre à Blancherive avec son frère Anoriath.
une nuit, sous l'influence d'un hydromel, Elrindir et son frère partent à la chasse ; cependant, dans son état d'ébriété, Anoriath a pris Elrindir pour un Chevreuil et lui a tiré une flèche dans la croupe. ainsi, les deux frères ont choisi le surnom humoristique de « Le Chasseur ivre » pour leur boutique de chasse.
S'il suit les quêtes secondaires de la Confrérie noire, l'Enfant de Dragon peut être chargé de tuer son frère. si cela a été fait, il entamera parfois le dialogue en disant : « Quelque chose dont tu as besoin, misérable ? même si son frère a été tué en secret.
il utilisera également un dialogue unique en fonction de la race de l'enfant de dragon. Elrindir ne donne aucune autre indication selon laquelle il est bouleversé par la mort de son frère et n'enverra pas de voyous après son assassin.
une quête radieuse de Vilkas, l'enfant de dragon est envoyé dans un endroit aléatoire pour sauver Elrindir.
Erlindir a causé des ennuis à quelqu'un dans les environs de Blancherive. l'Enfant de Dragon est envoyé pour le malmener pour lui rappeler ses obligations et retourner à Farkas quand cela sera fait.",/wiki/Elrindir,BosmerMaleCondescending,MaleCondescending,Bosmer,Male,Elf,01A681,013B9E,Bethesda,hu,
Eltrys,MaleYoungEager,"il peut ressembler à un spectateur normal au début, mais après que Weylin ait attaqué Margret au marché, il s'approche de l'enfant de dragon et prétend qu'ils ont laissé tomber une note. il remet le billet à l'Enfant de Dragon, qui n'en est visiblement pas propriétaire. elle s'appelle la note d'Eltrys. la note dirige l'enfant de dragon vers l'Autel de Talos. là-bas, il leur demande de recueillir des informations sur Weylin et Margret, promettant de payer généreusement pour ce qui sera découvert.
Eltrys est marié à Rhiada, qui est enceinte de son enfant.
Une fois que l'enfant de dragon le rencontre près de l'Autel de Talos, Eltrys leur demande de trouver des preuves sur le Parjure, les conduisant aux Galeries, à l'Auberge du Sang-d'Argent et à Nepos le Nez-Creux.",/wiki/Eltrys,BretonMaleYoungEager,MaleYoungEager,Breton,Male,Human,0198FD,13394,Bethesda,fr,
Elvali Veren,FemaleYoungEager,"Elvali Veren était un mage dunmer et faisait partie de l'expédition d'Atmah au Labyrinthe.
elle fut la deuxième mage à mourir au cours de l'expédition lorsqu'elle fut attrapée par « quelque chose par derrière ». son Fantôme se retrouve encore au Labyrinthe lors d'impressions de conversations passées.
il est probable qu'elle soit morte à cause des trolls trouvés auparavant dans l'une des grottes latérales, ses os mutilés et son sang recouvrant la majeure partie de l'un des murs de la Grotte. cela expliquerait comment elle a été saisie de force et éloignée du reste du groupe.
à en juger par ses contributions aux discussions, Elvali n'était pas agressive ; elle n'était pas non plus particulièrement utile, même si son attitude était douce et équitable. ses collègues auraient pu la qualifier d’imprudente.
Le Fantôme et les conversations d'Elvali peuvent être vus et entendus tout au long de la quête.",/wiki/Elvali_Veren,DunmerFemaleYoungEager,FemaleYoungEager,Dunmer,Female,Elf,0BBDC0,0B878B,Bethesda,cs,
Élynéa Mothren,FemaleDarkElfCommoner,"Élynéa Mothren est une alchimiste dunmer vivant à Solstheim. elle dirige l'Apothicaire de Tel Mithryn et est la mycologue de Néloth.
lorsqu'elle était jeune fille, elle se souvient de l'éruption de la montagne rouge. sa mère l'envoya en bateau à Bordeciel, et ce fut la dernière fois qu'elle la vit. au fil du temps, elle a commencé à étudier les champignons et est devenue mycologue. elle s'est finalement installée à Tel Mithryn pour poursuivre ses études et, au cours de ses dernières années, a assumé la responsabilité d'entretenir et de prendre soin des tours de champignons Géant.
la plupart des ingrédients qu'elle vend sont des champignons et des champignons, comme la Cloquerille, le Chapeau-blanc, la Truffe de Namira, bien qu'elle vende également d'autres ingrédients et potions.
acquérir trois racines pivotantes et les tremper dans la Source de l'Harstrad pour réparer la tour telvanni flétrie.
j'ai les trois racines pivotantes trempées. ""vraiment ? bravo. je vais juste en garder deux pour moi. pas besoin que Néloth le sache. prends cette dernière racine pivotante et plante-la dans le mur de la maison flétrie.""
la racine pivotante trempée est plantée. ""Bien. Maintenant peut-être que Néloth va me lâcher à ce sujet. Je suppose que tu penses que tu devrais être payé pour aider une vieille femme. Tiens. prends ça. Je t'en vendrai plus si tu reviens plus tard.""
as-tu vu Varona ? ""Elle est partie pour Corberoc il y a des heures. Elle a promis de me rapporter de la Cloquerille fraîche.""",/wiki/Elynea_Mothren,DunmerFemaleCommoner,DLC2FemaleDarkElfCommoner,Dunmer,Female,Elf,0177DC,17778,Bethesda,cs,
Embry,MaleDrunk,"Embry, un Nordique, est un ivrogne qui habite la ville de Rivebois.
L'embryon se trouve souvent à l'Auberge du Géant endormi. cette taverne/auberge par une Brétonne nommée Delphine, mais est principalement dirigée par un Nordique nommé Orgnar.
Embry est ivre la plupart du temps et parle d'une voix rauque. il a de longs cheveux blond foncé, des yeux bruns et une barbe épaisse. son visage a un teint rugueux, usé et couvert de saleté. il porte un ensemble de vêtements de classe inférieure, une paire de bottes en peau et une paire de brassards en peau
Embry est amical quand il le faut, bien qu'il soit assez lâche, fuyant chaque fois qu'il y a une sorte de bataille ou d'agitation.
la rivière blanche traverse le Rivebois du sud au nord. la Gorge du Monde (la plus haute montagne de tout Tamriel) domine la ville depuis l'est. Le Tertre des Chutes tourmentées, une ancienne ruine nordique du temple de Corberoc dans les collines enneigées de Brittleshin, se détache bien au-dessus de Rivebois à l'ouest.
étant l'ivrogne du village, Embry parvient toujours à rester ivre. il essaie souvent de trouver un compagnon de boisson parmi les locaux, principalement parce qu'il n'a pas les moyens d'acheter ses boissons lui-même et qu'il dépend donc des autres. Certains des villageois les plus notables qu'il demande souvent à boire avec lui sont Sigrid (épouse d'Alvor, le Forgeron de la ville) et Hod (qui dirige la scierie de la ville avec sa femme Gerdur).
si quelqu'un donne à Embry n'importe quel type de boisson alcoolisée, Embry lui en sera reconnaissant et considérera cette personne comme son amie.
citation:
""Tu es un peu flou. Qu'est-ce qui ne va pas chez toi ?""
""hors de mon chemin, Étranger.""
si vous parlez à un ami : « mon copain de beuverie préféré ! Prenons de l'hydromel. »",/wiki/Embry,NordMaleDrunk,MaleDrunk,Nord,Male,Human,03550C,03550B,Bethesda,en,Shawn - done
Empereur Titus Mede II,Dexion,"titus mede ii est l'empereur régnant de Tamriel en 4e 201. il monta sur le trône en l'an 168 de la quatrième ère. il est membre de la dynastie mède du troisième empire.
il est actuellement à bord de son vaisseau amiral personnel, Le Katariah. Le Katariah est actuellement ancré près du port de Solitude.
le joueur est l'auditeur de la confrérie noire, et vient d'infiltrer Le Katariah afin d'assassiner l'empereur. l'empereur savait que cela arriverait et ne résistera pas physiquement à l'Assassin. l'empereur a accepté sa mort inévitable, sachant qu'il n'y a pas d'échappatoire à la confrérie noire. cependant, il demandera une faveur à son Assassin (le joueur) avant de porter le coup fatal. cette faveur est pour le joueur de tuer celui qui a contracté la confrérie noire pour l'assassiner.
citations:
""et, une fois de plus, je prouve que le commandant Maro est un imbécile. Je lui ai dit que vous ne pouviez pas arrêter la confrérie noire. Vous ne le pourriez jamais. Allez maintenant, ne soyez pas timide. Vous n'êtes pas venu jusqu'ici juste pour rester là, bouche bée. ""
""vous et moi avons rendez-vous avec le destin. mais il en est de même avec les assassins et les empereurs, hmm ? oui, je dois mourir. et vous devez porter le coup. c'est simplement comme ça. mais je me demande... voudriez-vous permettre à un vieil homme quelques mots de plus avant que l'acte ne soit accompli ? »
""tu vas me tuer, et j'ai accepté ce sort. mais quel que soit ton chemin dans la vie, je sens en toi une certaine... ambition. alors je te demande une faveur. le dernier souhait d'un vieil homme. alors qu'il y en a beaucoup qui me verrait mort, il y en a un qui a mis la machine en marche. cette personne, quelle qu'elle soit, doit être punie pour sa trahison une fois que vous aurez été récompensé pour mon assassinat, je veux que vous tuiez cette personne même. qui l'a commandé. me ferais-tu cette gentillesse ?
""Eh bien ? Je ne me battrai pas contre toi, alors autant en finir avec ça.""",/wiki/Titus_Mede_II_(Skyrim),Dexion,MaleUniqueEmperor,Imperial,Male,Human,04FA39,01D4B9,Bethesda,pt,Shawn - kinda done. Real emperor. VA is on DNT list. Freel free to change voice model
